isin,name,full_name,issuer_name,sources
RU000A1075E4,МТС 2P-01,Мобильные ТелеСистемы 002P-01,МТС,"corpbonds,tbank"
RU000A1078S8,МТС 2P-02,Мобильные ТелеСистемы 002P-02,МТС,"corpbonds,tbank"
RU000A109SK6,МТС 1P-27,Мобильные ТелеСистемы 001P-27,МТС,corpbonds
RU000A109312,МТС 2P-06,Мобильные ТелеСистемы 002P-06,МТС,"corpbonds,tbank"
RU000A10B5F0,МТС 2P-09,Мобильные ТелеСистемы 002P-09,МТС,corpbonds
RU000A10AV98,МТС 1P-28,Мобильные ТелеСистемы 001P-28,МТС,"corpbonds,tbank"
RU000A10B1N3,МТС 2P-07,Мобильные ТелеСистемы 002P-07,МТС,"corpbonds,tbank"
RU000A10AF49,МТС 2P-03,Мобильные ТелеСистемы 002P-03,МТС,"corpbonds,tbank"
RU000A10CQ85,МТС 1P-29,Мобильные ТелеСистемы 001P-29,МТС,"corpbonds,tbank"
RU000A10BW62,МТС 2P-12,Мобильные ТелеСистемы 002P-12,МТС,"corpbonds,tbank"
RU000A10C2J8,МТС 1P-26,Мобильные ТелеСистемы 001P-26,МТС,corpbonds
RU000A10BP79,МТС 2P-11,Мобильные ТелеСистемы 002P-11,МТС,"corpbonds,tbank"
RU000A10BGY3,МТС 2P-10,Мобильные ТелеСистемы 002P-10,МТС,"corpbonds,tbank"
RU000A102M37,ПрУдмР08,Правительство УдмуртскойР34008,Удмуртия Прав,corpbonds
RU000A0JWT91,Удмурт2016,Удмуртская респ. обл. 2016,Удмуртия Прав,"corpbonds,tbank"
RU000A0JWU23,sТКК кл.Б,ООО Трансп.Концесс.Комп. кл.Б,ТранспортнаяКонцесКомп,corpbonds
RU000A0JWU31,sТКК кл.А1,ООО Трансп.Концесс.Комп. кл.A1,ТранспортнаяКонцесКомп,corpbonds
RU000A0ZYGF7,sТКК кл.А3,ООО Трансп.Концесс.Комп. кл.A3,ТранспортнаяКонцесКомп,corpbonds
RU000A0ZYGG5,sТКК кл.А4,Трансп.Концесс.Комп. ООО кл.A4,ТранспортнаяКонцесКомп,corpbonds
RU000A0ZYBA9,sТКК кл.А2,ООО Трансп.Концесс.Комп. кл.A2,ТранспортнаяКонцесКомп,corpbonds
RU000A0JWV89,Акрон Б1P1,Акрон (ПАО) БО-001P-01,Акрон,corpbonds
RU000A0JXSS1,Акрон Б1P2,Акрон (ПАО) БО-001P-02,Акрон,corpbonds
RU000A10AA28,Акрон Б1P6,Акрон (ПАО) БО-001P-06,Акрон,"corpbonds,tbank"
RU000A109XR1,Акрон Б1P5,Акрон (ПАО) БО-001P-05,Акрон,"corpbonds,tbank"
RU000A10B347,Акрон Б1P7,Акрон (ПАО) БО-001P-07,Акрон,"corpbonds,tbank"
RU000A10BGH8,Акрон Б1P8,Акрон (ПАО) БО-001P-08,Акрон,"corpbonds,tbank"
RU000A108JH3,Акрон Б1P4,Акрон (ПАО) БО-001P-04,Акрон,"corpbonds,tbank"
RU000A10BRM5,Акрон Б1P9,Акрон (ПАО) БО-001P-09,Акрон,"corpbonds,tbank"
RU000A108Y86,Европлн1Р7,ПАО ЛК Европлан 001P-07,Европлан ЛК,"corpbonds,tbank"
RU000A10ASC6,Европлн1Р9,ПАО ЛК Европлан 001P-09,Европлан ЛК,"corpbonds,tbank"
RU000A10A7C4,Европлн1Р8,ПАО ЛК Европлан 001P-08,Европлан ЛК,"corpbonds,tbank"
RU000A0JWVL2,ЕвропланБ7,ПАО ЛК Европлан БО-07,Европлан ЛК,"corpbonds,tbank"
RU000A100DG5,ЕвропланБ6,ПАО ЛК Европлан БО-06,Европлан ЛК,"corpbonds,tbank"
RU000A0ZZBV2,ЕвропланБ8,ПАО ЛК Европлан БО-08,Европлан ЛК,"corpbonds,tbank"
RU000A1004K1,ЕвропланБ5,ПАО ЛК Европлан БО-05,Европлан ЛК,"corpbonds,tbank"
RU000A100W60,ЕвропланБ3,ПАО ЛК Европлан БО-03,Европлан ЛК,"corpbonds,tbank"
RU000A103KJ8,Европлн1Р3,ПАО ЛК Европлан 001P-03,Европлан ЛК,"corpbonds,tbank"
RU000A104JQ3,СамолетP11,ГК Самолет БО-П11,Самолет ГК,"corpbonds,tbank"
RU000A100Q50,Самолет1P5,ГК Самолет БО-П05,Самолет ГК,corpbonds
RU000A100QA0,Самолет1P6,ГК Самолет БО-П06,Самолет ГК,"corpbonds,tbank"
RU000A0ZZZZ2,Самолет1P4,ГК Самолет БО-П04,Самолет ГК,corpbonds
RU000A0JWYJ0,Самолет 01,"Группа компаний ""Самолет"" 01",Самолет ГК,corpbonds
RU000A10BFX7,СамолетP16,ГК Самолет БО-П16,Самолет ГК,"corpbonds,tbank"
RU000A1095L7,СамолетP14,ГК Самолет БО-П14,Самолет ГК,"corpbonds,tbank"
RU000A109874,СамолетP15,ГК Самолет БО-П15,Самолет ГК,"corpbonds,tbank"
RU000A107RZ0,СамолетP13,ГК Самолет БО-П13,Самолет ГК,"corpbonds,tbank"
RU000A10BW96,СамолетP18,ГК Самолет БО-П18,Самолет ГК,"corpbonds,tbank"
RU000A0JX2L4,КРАУС Б1P1,"ЗАО ""КРАУС-М"" БО 001P-01",Краус-М,corpbonds
RU000A107JN3,ТМК ЗО2027,ТМК ЗО-2027,Трубная МетКомп,"corpbonds,tbank"
RU000A0JXTY7,ЧТПЗ 1P4,ПАО ЧТПЗ 001P-04,ЧТПЗ,corpbonds
RU000A109GV8,СберКИБ1P2,Сбер СIB-CO-EQ-001S-02,"АО ""Сбербанк КИБ""",corpbonds
RU000A109GW6,СберКИБ1Р3,Сбер CIB-CO-EQ-001S-03,"АО ""Сбербанк КИБ""",corpbonds
RU000A0P1MY4,СберСIB711,Сбер CIB-СО-711,"АО ""Сбербанк КИБ""",corpbonds
RU000A10ALX7,СбКИБ1P107,Сбер CIB-CO-IND-001S-107,"АО ""Сбербанк КИБ""",corpbonds
RU000A109270,СберСIB859,Сбер CIB-СО-859,"АО ""Сбербанк КИБ""",corpbonds
RU000A109V05,СберСIB942,Сбер CIB-СО-942,"АО ""Сбербанк КИБ""",corpbonds
RU000A10ALU3,СбКИБ1P104,Сбер CIB-CO-IND-001S-104,"АО ""Сбербанк КИБ""",corpbonds
RU000A109BX5,СберСIB881,Сбер CIB-СО-881,"АО ""Сбербанк КИБ""",corpbonds
RU000A109HL7,СбКИБ1P27,Сбер CIB-CO-EQ-001S-27,"АО ""Сбербанк КИБ""",corpbonds
RU000A10AM16,СбКИБ1P111,Сбер CIB-CO-IND-001S-111,"АО ""Сбербанк КИБ""",corpbonds
RU000A109HF9,СбКИБ1P22,Сбер CIB-CO-EQ-001S-22,"АО ""Сбербанк КИБ""",corpbonds
RU000A109H94,СбКИБ1P16,Сбер CIB-CO-EQ-001S-16,"АО ""Сбербанк КИБ""",corpbonds
RU000A109HD4,СбКИБ1P20,Сбер CIB-CO-EQ-001S-20,"АО ""Сбербанк КИБ""",corpbonds
RU000A10ALT5,СбКИБ1P103,Сбер CIB-CO-IND-001S-103,"АО ""Сбербанк КИБ""",corpbonds
RU000A109HE2,СбКИБ1P21,Сбер CIB-CO-EQ-001S-21,"АО ""Сбербанк КИБ""",corpbonds
RU000A109HB8,СбКИБ1P18,Сбер CIB-CO-EQ-001S-18,"АО ""Сбербанк КИБ""",corpbonds
RU000A109H86,СбКИБ1P15,Сбер CIB-CO-EQ-001S-15,"АО ""Сбербанк КИБ""",corpbonds
RU000A10ALP3,СбКИБ1P99,Сбер CIB-CO-IND-001S-99,"АО ""Сбербанк КИБ""",corpbonds
RU000A109HG7,СбКИБ1P23,Сбер CIB-CO-EQ-001S-23,"АО ""Сбербанк КИБ""",corpbonds
RU000A10A5Z9,СберСIB965,Сбер CIB-СО-965,"АО ""Сбербанк КИБ""",corpbonds
RU000A10ALR9,СбКИБ1P101,Сбер CIB-CO-IND-001S-101,"АО ""Сбербанк КИБ""",corpbonds
RU000A10ALS7,СбКИБ1P102,Сбер CIB-CO-IND-001S-102,"АО ""Сбербанк КИБ""",corpbonds
RU000A10A5T2,СберСIB959,Сбер CIB-СО-959,"АО ""Сбербанк КИБ""",corpbonds
RU000A10A5U0,СберСIB960,Сбер CIB-СО-960,"АО ""Сбербанк КИБ""",corpbonds
RU000A109H60,СбКИБ1P13,Сбер CIB-CO-EQ-001S-13,"АО ""Сбербанк КИБ""",corpbonds
RU000A109VA1,СберСIB951,Сбер CIB-СО-951,"АО ""Сбербанк КИБ""",corpbonds
RU000A10A5R6,СберСIB957,Сбер CIB-СО-957,"АО ""Сбербанк КИБ""",corpbonds
RU000A108066,СберСIB795,Сбер CIB-СО-795,"АО ""Сбербанк КИБ""",corpbonds
RU000A108074,СберСIB796,Сбер CIB-СО-796,"АО ""Сбербанк КИБ""",corpbonds
RU000A109254,СберCIB857,Сбер CIB-СО-857,"АО ""Сбербанк КИБ""",corpbonds
RU000A106JK1,СберСIB543,Сбер CIB-СО-543,"АО ""Сбербанк КИБ""",corpbonds
RU000A10ALM0,СбКИБ1P97,Сбер CIB-CO-IND-001S-97,"АО ""Сбербанк КИБ""",corpbonds
RU000A10A5Y2,СберСIB964,Сбер CIB-СО-964,"АО ""Сбербанк КИБ""",corpbonds
RU000A109262,СберСIB858,Сбер CIB-СО-858,"АО ""Сбербанк КИБ""",corpbonds
RU000A10ALQ1,СбКИБ1P100,Сбер CIB-CO-IND-001S-100,"АО ""Сбербанк КИБ""",corpbonds
RU000A109UY3,СберСIB941,Сбер CIB-СО-941,"АО ""Сбербанк КИБ""",corpbonds
RU000A104RP8,СберСIB223,Сбер CIB-СО-223,"АО ""Сбербанк КИБ""",corpbonds
RU000A109UA3,СберСIB931,Сбер CIB-СО-931,"АО ""Сбербанк КИБ""",corpbonds
RU000A108082,СберСIB797,Сбер CIB-СО-797,"АО ""Сбербанк КИБ""",corpbonds
RU000A10ALK4,СбКИБ1P95,Сбер CIB-CO-IND-001S-95,"АО ""Сбербанк КИБ""",corpbonds
RU000A10A5W6,СберСIB962,Сбер CIB-СО-962,"АО ""Сбербанк КИБ""",corpbonds
RU000A10A5X4,СберСIB963,Сбер CIB-СО-963,"АО ""Сбербанк КИБ""",corpbonds
RU000A10ALL2,СбКИБ1P96,Сбер CIB-CO-IND-001S-96,"АО ""Сбербанк КИБ""",corpbonds
RU000A10ALN8,СбКИБ1P98,Сбер CIB-CO-IND-001S-98,"АО ""Сбербанк КИБ""",corpbonds
RU000A107ZY6,СберСIB787,Сбер CIB-СО-787,"АО ""Сбербанк КИБ""",corpbonds
RU000A108HY2,СберСIB843,Сбер CIB-СО-843,"АО ""Сбербанк КИБ""",corpbonds
RU000A0NR9U2,СберСIB617,Сбер CIB-СО-617,"АО ""Сбербанк КИБ""",corpbonds
RU000A109UN6,СберСIB932,Сбер CIB-СО-932,"АО ""Сбербанк КИБ""",corpbonds
RU000A108HS4,СберСIB837,Сбер CIB-СО-837,"АО ""Сбербанк КИБ""",corpbonds
RU000A109H37,СбКИБ1P10,Сбер CIB-CO-EQ-001S-10,"АО ""Сбербанк КИБ""",corpbonds
RU000A109H29,СберКИБ1P9,Сбер CIB-CO-EQ-001S-09,"АО ""Сбербанк КИБ""",corpbonds
RU000A108HW6,СберСIB841,Сбер CIB-СО-841,"АО ""Сбербанк КИБ""",corpbonds
RU000A1050V1,СберСIB274,Сбер CIB-СО-274,"АО ""Сбербанк КИБ""",corpbonds
RU000A1080D6,СберСIB802,Сбер CIB-СО-802,"АО ""Сбербанк КИБ""",corpbonds
RU000A109H11,СберКИБ1P8,Сбер CIB-CO-EQ-001S-08,"АО ""Сбербанк КИБ""",corpbonds
RU000A0P1N07,СберСIB713,Сбер CIB-СО-713,"АО ""Сбербанк КИБ""",corpbonds
RU000A0P1N15,СберСIB714,Сбер CIB-СО-714,"АО ""Сбербанк КИБ""",corpbonds
RU000A109GZ9,СберКИБ1P6,Сбер CIB-CO-EQ-001S-06,"АО ""Сбербанк КИБ""",corpbonds
RU000A108090,СберСIB798,Сбер CIB-СО-798,"АО ""Сбербанк КИБ""",corpbonds
RU000A1080A2,СберСIB799,Сбер CIB-СО-799,"АО ""Сбербанк КИБ""",corpbonds
RU000A0P1MZ1,СберСIB712,Сбер CIB-СО-712,"АО ""Сбербанк КИБ""",corpbonds
RU000A109H03,СберКИБ1P7,Сбер CIB-CO-EQ-001S-07,"АО ""Сбербанк КИБ""",corpbonds
RU000A109GX4,СберКИБ1P4,Сбер CIB-CO-EQ-001S-04,"АО ""Сбербанк КИБ""",corpbonds
RU000A109GY2,СберКИБ1P5,Сбер CIB-CO-EQ-001S-05,"АО ""Сбербанк КИБ""",corpbonds
RU000A1080B0,СберСIB800,Сбер CIB-СО-800,"АО ""Сбербанк КИБ""",corpbonds
RU000A1080C8,СберСIB801,Сбер CIB-СО-801,"АО ""Сбербанк КИБ""",corpbonds
RU000A0NR9V0,СберСIB618,Сбер CIB-СО-618,"АО ""Сбербанк КИБ""",corpbonds
RU000A107ZS8,СберСIB781,Сбер CIB-СО-781,"АО ""Сбербанк КИБ""",corpbonds
RU000A107ZT6,СберСIB782,Сбер CIB-СО-782,"АО ""Сбербанк КИБ""",corpbonds
RU000A108HQ8,СберСIB835,Сбер CIB-СО-835,"АО ""Сбербанк КИБ""",corpbonds
RU000A108HR6,СберСIB836,Сбер CIB-СО-836,"АО ""Сбербанк КИБ""",corpbonds
RU000A0NR5Y2,СберСIB532,Сбер CIB-СО-532,"АО ""Сбербанк КИБ""",corpbonds
RU000A1050E7,СберСIB317,Сбер CIB-СО-317,"АО ""Сбербанк КИБ""",corpbonds
RU000A107ZJ7,СберСIB773,Сбер CIB-СО-773,"АО ""Сбербанк КИБ""",corpbonds
RU000A0P1N23,СберСIB715,Сбер CIB-СО-715,"АО ""Сбербанк КИБ""",corpbonds
RU000A0NR9W8,СберСIB619,Сбер CIB-СО-619,"АО ""Сбербанк КИБ""",corpbonds
RU000A10A5Q8,СберСIB956,Сбер CIB-СО-956,"АО ""Сбербанк КИБ""",corpbonds
RU000A10A5S4,СберCIB958,Сбер CIB-СО-958,"АО ""Сбербанк КИБ""",corpbonds
RU000A108025,СберСIB791,Сбер CIB-СО-791,"АО ""Сбербанк КИБ""",corpbonds
RU000A108033,СберСIB792,Сбер CIB-СО-792,"АО ""Сбербанк КИБ""",corpbonds
RU000A108058,СберСIB794,Сбер CIB-СО-794,"АО ""Сбербанк КИБ""",corpbonds
RU000A109UP1,СберСIB933,Сбер CIB-СО-933,"АО ""Сбербанк КИБ""",corpbonds
RU000A107ZU4,СберСIB783,Сбер CIB-СО-783,"АО ""Сбербанк КИБ""",corpbonds
RU000A107ZV2,СберСIB784,Сбер CIB-СО-784,"АО ""Сбербанк КИБ""",corpbonds
RU000A107ZX8,СберСIB786,Сбер CIB-СО-786,"АО ""Сбербанк КИБ""",corpbonds
RU000A108009,СберСIB789,Сбер CIB-СО-789,"АО ""Сбербанк КИБ""",corpbonds
RU000A107ZW0,СберСIB785,Сбер CIB-СО-785,"АО ""Сбербанк КИБ""",corpbonds
RU000A107ZZ3,СберСIB788,Сбер CIB-СО-788,"АО ""Сбербанк КИБ""",corpbonds
RU000A108HX4,СберСIB842,Сбер CIB-СО-842,"АО ""Сбербанк КИБ""",corpbonds
RU000A109H52,СбКИБ1P12,Сбер CIB-CO-EQ-001S-12,"АО ""Сбербанк КИБ""",corpbonds
RU000A10AK00,СбКИБ1P43,Сбер CIB-CO-EQ-001S-43,"АО ""Сбербанк КИБ""",corpbonds
RU000A1092A7,СберСIB862,CIB-СО-862,"АО ""Сбербанк КИБ""",corpbonds
RU000A10AK18,СбКИБ1P44,Сбер CIB-CO-EQ-001S-44,"АО ""Сбербанк КИБ""",corpbonds
RU000A10AM81,СбКИБ1P118,Сбер CIB-CO-IND-001S-118,"АО ""Сбербанк КИБ""",corpbonds
RU000A10AMB1,СбКИБ1P121,Сбер CIB-CO-IND-001S-121,"АО ""Сбербанк КИБ""",corpbonds
RU000A109C24,СберСIB886,CIB-СО-886,"АО ""Сбербанк КИБ""",corpbonds
RU000A109C73,СберСIB891,CIB-СО-891,"АО ""Сбербанк КИБ""",corpbonds
RU000A109C81,СберСIB892,Сбер CIB-СО-892,"АО ""Сбербанк КИБ""",corpbonds
RU000A10AK34,СбКИБ1P46,Сбер CIB-CO-EQ-001S-46,"АО ""Сбербанк КИБ""",corpbonds
RU000A10AK42,СбКИБ1P47,Сбер CIB-CO-EQ-001S-47,"АО ""Сбербанк КИБ""",corpbonds
RU000A10AMD7,СбКИБ1P123,Сбер CIB-CO-IND-001S-123,"АО ""Сбербанк КИБ""",corpbonds
RU000A10AW30,СбрСIB1000,Сбер CIB-СО-1000,"АО ""Сбербанк КИБ""",corpbonds
RU000A10BWT0,СбКИБ1P148,Сбер CIB-SN-IND-001S-148,"АО ""Сбербанк КИБ""",corpbonds
RU000A106JM7,СберСIB545,Сбер CIB-СО-545,"АО ""Сбербанк КИБ""",corpbonds
RU000A10AMC9,СбКИБ1P122,Сбер CIB-CO-IND-001S-122,"АО ""Сбербанк КИБ""",corpbonds
RU000A109VB9,СберСIB952,Сбер CIB-СО-952,"АО ""Сбербанк КИБ""",corpbonds
RU000A0NR9R8,СберСIB614,Сбер CIB-СО-614,"АО ""Сбербанк КИБ""",corpbonds
RU000A109C32,СберСIB887,Сбер CIB-СО-887,"АО ""Сбербанк КИБ""",corpbonds
RU000A10AME5,СбКИБ1P124,Сбер CIB-CO-IND-001S-124,"АО ""Сбербанк КИБ""",corpbonds
RU000A10AKA7,СбКИБ1P53,Сбер CIB-CO-EQ-001S-53,"АО ""Сбербанк КИБ""",corpbonds
RU000A10BWS2,СбКИБ1P147,Сбер CIB-SN-IND-001S-147,"АО ""Сбербанк КИБ""",corpbonds
RU000A10BWU8,СбКИБ1P149,Сбер CIB-SN-IND-001S-149,"АО ""Сбербанк КИБ""",corpbonds
RU000A10BWV6,СбКИБ1P150,Сбер CIB-SN-IND-001S-150,"АО ""Сбербанк КИБ""",corpbonds
RU000A106JL9,СберСIB544,Сбер CIB-СО-544,"АО ""Сбербанк КИБ""",corpbonds
RU000A109UU1,СберСIB937,Сбер CIB-СО-937,"АО ""Сбербанк КИБ""",corpbonds
RU000A10AK67,СбКИБ1P49,Сбер CIB-CO-EQ-001S-49,"АО ""Сбербанк КИБ""",corpbonds
RU000A10AK59,СбКИБ1P48,Сбер CIB-CO-EQ-001S-48,"АО ""Сбербанк КИБ""",corpbonds
RU000A10AK75,СбКИБ1P50,Сбер CIB-CO-EQ-001S-50,"АО ""Сбербанк КИБ""",corpbonds
RU000A10AK83,СбКИБ1P51,Сбер CIB-CO-EQ-001S-51,"АО ""Сбербанк КИБ""",corpbonds
RU000A106JP0,СберСIB546,Сбер CIB-СО-546,"АО ""Сбербанк КИБ""",corpbonds
RU000A10BWR4,СбКИБ1P146,Сбер CIB-SN-IND-001S-146,"АО ""Сбербанк КИБ""",corpbonds
RU000A106JR6,СберСIB548,Сбер CIB-СО-548,"АО ""Сбербанк КИБ""",corpbonds
RU000A10AM65,СбКИБ1P116,Сбер CIB-CO-IND-001S-116,"АО ""Сбербанк КИБ""",corpbonds
RU000A109C08,СберСIB884,Сбер CIB-СО-884,"АО ""Сбербанк КИБ""",corpbonds
RU000A10AW14,СберСIB998,Сбер CIB-СО-998,"АО ""Сбербанк КИБ""",corpbonds
RU000A10AW22,СберСIB999,Сбер CIB-СО-999,"АО ""Сбербанк КИБ""",corpbonds
RU000A10AW06,СберСIB997,Сбер CIB-СО-997,"АО ""Сбербанк КИБ""",corpbonds
RU000A1050F4,СберСIB318,Сбер CIB-СО-318,"АО ""Сбербанк КИБ""",corpbonds
RU000A10AM32,СбКИБ1P113,Сбер CIB-CO-IND-001S-113,"АО ""Сбербанк КИБ""",corpbonds
RU000A109C16,СберСIB885,Сбер CIB-СО-885,"АО ""Сбербанк КИБ""",corpbonds
RU000A10AJY9,СбКИБ1P41,Сбер CIB-CO-EQ-001S-41,"АО ""Сбербанк КИБ""",corpbonds
